library_id	r1_stem	r2_stem
SRR2223707	SRR2223707_1	SRR2223707_2
SRR2223708	SRR2223708_1	SRR2223708_2
SRR2223709	SRR2223709_1	SRR2223709_2
SRR2223747	SRR2223747_1	SRR2223747_2
SRR2223784	SRR2223784_1	SRR2223784_2
SRR2223803	SRR2223803_1	SRR2223803_2
SRR2223825	SRR2223825_1	SRR2223825_2
SRR2223884	SRR2223884_1	SRR2223884_2
SRR2223903	SRR2223903_1	SRR2223903_2
SRR2223904	SRR2223904_1	SRR2223904_2
SRR2223905	SRR2223905_1	SRR2223905_2
SRR2223922	SRR2223922_1	SRR2223922_2
SRR2223924	SRR2223924_1	SRR2223924_2
SRR2223943	SRR2223943_1	SRR2223943_2
SRR2223944	SRR2223944_1	SRR2223944_2
SRR2223962	SRR2223962_1	SRR2223962_2
SRR2223981	SRR2223981_1	SRR2223981_2
SRR2224000	SRR2224000_1	SRR2224000_2
SRR2224002	SRR2224002_1	SRR2224002_2
SRR2224020	SRR2224020_1	SRR2224020_2
SRR2224037	SRR2224037_1	SRR2224037_2
SRR2224040	SRR2224040_1	SRR2224040_2
SRR2224041	SRR2224041_1	SRR2224041_2
SRR2224042	SRR2224042_1	SRR2224042_2
SRR2224043	SRR2224043_1	SRR2224043_2
SRR2224045	SRR2224045_1	SRR2224045_2
SRR2224047	SRR2224047_1	SRR2224047_2
SRR2224048	SRR2224048_1	SRR2224048_2
SRR2224049	SRR2224049_1	SRR2224049_2
SRR2224051	SRR2224051_1	SRR2224051_2
SRR2224056	SRR2224056_1	SRR2224056_2
SRR2224057	SRR2224057_1	SRR2224057_2
SRR2224058	SRR2224058_1	SRR2224058_2
SRR2224061	SRR2224061_1	SRR2224061_2
SRR2224155	SRR2224155_1	SRR2224155_2
SRR2224170	SRR2224170_1	SRR2224170_2
SRR2224189	SRR2224189_1	SRR2224189_2
SRR2224207	SRR2224207_1	SRR2224207_2
SRR2224260	SRR2224260_1	SRR2224260_2
SRR2224261	SRR2224261_1	SRR2224261_2
SRR2224263	SRR2224263_1	SRR2224263_2
SRR2224264	SRR2224264_1	SRR2224264_2
SRR2224265	SRR2224265_1	SRR2224265_2
SRR2224267	SRR2224267_1	SRR2224267_2
SRR2224289	SRR2224289_1	SRR2224289_2
SRR2224294	SRR2224294_1	SRR2224294_2
SRR2224295	SRR2224295_1	SRR2224295_2
SRR2224314	SRR2224314_1	SRR2224314_2
SRR2224351	SRR2224351_1	SRR2224351_2
SRR2224352	SRR2224352_1	SRR2224352_2
SRR2224389	SRR2224389_1	SRR2224389_2
SRR2224410	SRR2224410_1	SRR2224410_2
SRR2224413	SRR2224413_1	SRR2224413_2
SRR2224416	SRR2224416_1	SRR2224416_2
SRR2224422	SRR2224422_1	SRR2224422_2
SRR2224424	SRR2224424_1	SRR2224424_2
SRR2224428	SRR2224428_1	SRR2224428_2
SRR2224432	SRR2224432_1	SRR2224432_2
SRR2224433	SRR2224433_1	SRR2224433_2
SRR2224434	SRR2224434_1	SRR2224434_2
SRR2224436	SRR2224436_1	SRR2224436_2
SRR2224443	SRR2224443_1	SRR2224443_2
SRR2224444	SRR2224444_1	SRR2224444_2
SRR2224445	SRR2224445_1	SRR2224445_2
SRR2224446	SRR2224446_1	SRR2224446_2
SRR2224449	SRR2224449_1	SRR2224449_2
SRR2224453	SRR2224453_1	SRR2224453_2
SRR2224454	SRR2224454_1	SRR2224454_2
SRR2224456	SRR2224456_1	SRR2224456_2
SRR2224472	SRR2224472_1	SRR2224472_2
SRR2224473	SRR2224473_1	SRR2224473_2
SRR2224474	SRR2224474_1	SRR2224474_2
SRR2224477	SRR2224477_1	SRR2224477_2
SRR2224478	SRR2224478_1	SRR2224478_2
SRR2224479	SRR2224479_1	SRR2224479_2
SRR2224480	SRR2224480_1	SRR2224480_2
SRR2224629	SRR2224629_1	SRR2224629_2
SRR2224630	SRR2224630_1	SRR2224630_2
SRR2224631	SRR2224631_1	SRR2224631_2
SRR2224639	SRR2224639_1	SRR2224639_2
SRR2224664	SRR2224664_1	SRR2224664_2
SRR2224669	SRR2224669_1	SRR2224669_2
SRR2224707	SRR2224707_1	SRR2224707_2
SRR2224710	SRR2224710_1	SRR2224710_2
SRR2224756	SRR2224756_1	SRR2224756_2
SRR2224757	SRR2224757_1	SRR2224757_2
SRR2224759	SRR2224759_1	SRR2224759_2
SRR2224761	SRR2224761_1	SRR2224761_2
SRR2224818	SRR2224818_1	SRR2224818_2
SRR2224837	SRR2224837_1	SRR2224837_2
SRR2224839	SRR2224839_1	SRR2224839_2
SRR2224840	SRR2224840_1	SRR2224840_2
SRR2224841	SRR2224841_1	SRR2224841_2
SRR2224848	SRR2224848_1	SRR2224848_2
SRR2225610	SRR2225610_1	SRR2225610_2
SRR2225611	SRR2225611_1	SRR2225611_2
SRR2225612	SRR2225612_1	SRR2225612_2
SRR2225613	SRR2225613_1	SRR2225613_2
SRR2225614	SRR2225614_1	SRR2225614_2
SRR2225618	SRR2225618_1	SRR2225618_2
SRR2225619	SRR2225619_1	SRR2225619_2
SRR2225634	SRR2225634_1	SRR2225634_2
SRR2225697	SRR2225697_1	SRR2225697_2
SRR2225698	SRR2225698_1	SRR2225698_2
SRR2225699	SRR2225699_1	SRR2225699_2
SRR2225701	SRR2225701_1	SRR2225701_2
SRR2225702	SRR2225702_1	SRR2225702_2
SRR2225703	SRR2225703_1	SRR2225703_2
SRR2225704	SRR2225704_1	SRR2225704_2
SRR2225705	SRR2225705_1	SRR2225705_2
SRR2225706	SRR2225706_1	SRR2225706_2
SRR2225707	SRR2225707_1	SRR2225707_2
SRR2225708	SRR2225708_1	SRR2225708_2
SRR2225709	SRR2225709_1	SRR2225709_2
SRR2225710	SRR2225710_1	SRR2225710_2
SRR2225712	SRR2225712_1	SRR2225712_2
SRR2225713	SRR2225713_1	SRR2225713_2
SRR2225714	SRR2225714_1	SRR2225714_2
SRR2225715	SRR2225715_1	SRR2225715_2
SRR2225716	SRR2225716_1	SRR2225716_2
SRR2225717	SRR2225717_1	SRR2225717_2
SRR2225718	SRR2225718_1	SRR2225718_2
SRR2225719	SRR2225719_1	SRR2225719_2
SRR2225720	SRR2225720_1	SRR2225720_2
SRR2225721	SRR2225721_1	SRR2225721_2
SRR2225722	SRR2225722_1	SRR2225722_2
SRR2225723	SRR2225723_1	SRR2225723_2
SRR2225724	SRR2225724_1	SRR2225724_2
SRR2225725	SRR2225725_1	SRR2225725_2
SRR2225726	SRR2225726_1	SRR2225726_2
SRR2225727	SRR2225727_1	SRR2225727_2
SRR2225728	SRR2225728_1	SRR2225728_2
SRR2225729	SRR2225729_1	SRR2225729_2
SRR2225730	SRR2225730_1	SRR2225730_2
SRR2225731	SRR2225731_1	SRR2225731_2
SRR2225732	SRR2225732_1	SRR2225732_2
SRR2225733	SRR2225733_1	SRR2225733_2
SRR2225734	SRR2225734_1	SRR2225734_2
SRR2225735	SRR2225735_1	SRR2225735_2
SRR2225736	SRR2225736_1	SRR2225736_2
SRR2225737	SRR2225737_1	SRR2225737_2
SRR2225738	SRR2225738_1	SRR2225738_2
SRR2225739	SRR2225739_1	SRR2225739_2
SRR2225740	SRR2225740_1	SRR2225740_2
SRR2225741	SRR2225741_1	SRR2225741_2
SRR2225742	SRR2225742_1	SRR2225742_2
SRR2225743	SRR2225743_1	SRR2225743_2
SRR2225744	SRR2225744_1	SRR2225744_2
SRR2225745	SRR2225745_1	SRR2225745_2
SRR2225746	SRR2225746_1	SRR2225746_2
SRR2225747	SRR2225747_1	SRR2225747_2
SRR2225799	SRR2225799_1	SRR2225799_2
SRR2225800	SRR2225800_1	SRR2225800_2
SRR2225801	SRR2225801_1	SRR2225801_2
SRR2225802	SRR2225802_1	SRR2225802_2
SRR2225820	SRR2225820_1	SRR2225820_2
SRR2225821	SRR2225821_1	SRR2225821_2
SRR2225822	SRR2225822_1	SRR2225822_2
SRR2225823	SRR2225823_1	SRR2225823_2
SRR2225824	SRR2225824_1	SRR2225824_2
SRR2225825	SRR2225825_1	SRR2225825_2
SRR2225828	SRR2225828_1	SRR2225828_2
SRR2225830	SRR2225830_1	SRR2225830_2
SRR2225831	SRR2225831_1	SRR2225831_2
SRR2225833	SRR2225833_1	SRR2225833_2
SRR2225834	SRR2225834_1	SRR2225834_2
SRR2225835	SRR2225835_1	SRR2225835_2
SRR2225837	SRR2225837_1	SRR2225837_2
SRR2225839	SRR2225839_1	SRR2225839_2
SRR2225841	SRR2225841_1	SRR2225841_2
SRR2225842	SRR2225842_1	SRR2225842_2
SRR2225843	SRR2225843_1	SRR2225843_2
SRR2225844	SRR2225844_1	SRR2225844_2
SRR2225845	SRR2225845_1	SRR2225845_2
SRR2225846	SRR2225846_1	SRR2225846_2
SRR2225847	SRR2225847_1	SRR2225847_2
SRR2225848	SRR2225848_1	SRR2225848_2
SRR2225849	SRR2225849_1	SRR2225849_2
SRR2225851	SRR2225851_1	SRR2225851_2
SRR2225852	SRR2225852_1	SRR2225852_2
SRR2225853	SRR2225853_1	SRR2225853_2
SRR2225855	SRR2225855_1	SRR2225855_2
SRR2225856	SRR2225856_1	SRR2225856_2
SRR2225881	SRR2225881_1	SRR2225881_2
SRR2225882	SRR2225882_1	SRR2225882_2
SRR2225883	SRR2225883_1	SRR2225883_2
SRR2225884	SRR2225884_1	SRR2225884_2
SRR2225885	SRR2225885_1	SRR2225885_2
SRR2226223	SRR2226223_1	SRR2226223_2
SRR2226224	SRR2226224_1	SRR2226224_2
SRR2226225	SRR2226225_1	SRR2226225_2
SRR2226226	SRR2226226_1	SRR2226226_2
SRR2226228	SRR2226228_1	SRR2226228_2
SRR2226230	SRR2226230_1	SRR2226230_2
SRR2226231	SRR2226231_1	SRR2226231_2
SRR2226248	SRR2226248_1	SRR2226248_2
SRR2226252	SRR2226252_1	SRR2226252_2
SRR2226253	SRR2226253_1	SRR2226253_2
SRR2226375	SRR2226375_1	SRR2226375_2
SRR2226378	SRR2226378_1	SRR2226378_2
SRR2226380	SRR2226380_1	SRR2226380_2
SRR2226381	SRR2226381_1	SRR2226381_2
SRR2226383	SRR2226383_1	SRR2226383_2
SRR2226385	SRR2226385_1	SRR2226385_2
SRR2226386	SRR2226386_1	SRR2226386_2
SRR2226388	SRR2226388_1	SRR2226388_2
SRR2226389	SRR2226389_1	SRR2226389_2
SRR2226390	SRR2226390_1	SRR2226390_2
SRR2226391	SRR2226391_1	SRR2226391_2
SRR2226392	SRR2226392_1	SRR2226392_2
SRR2226393	SRR2226393_1	SRR2226393_2
SRR2226395	SRR2226395_1	SRR2226395_2
SRR2226396	SRR2226396_1	SRR2226396_2
SRR2226397	SRR2226397_1	SRR2226397_2
SRR2226398	SRR2226398_1	SRR2226398_2
SRR2226399	SRR2226399_1	SRR2226399_2
SRR2226400	SRR2226400_1	SRR2226400_2
SRR2226401	SRR2226401_1	SRR2226401_2
SRR2226402	SRR2226402_1	SRR2226402_2
SRR2226403	SRR2226403_1	SRR2226403_2
SRR2226404	SRR2226404_1	SRR2226404_2
SRR2226406	SRR2226406_1	SRR2226406_2
SRR2226407	SRR2226407_1	SRR2226407_2
SRR2226408	SRR2226408_1	SRR2226408_2
SRR2226412	SRR2226412_1	SRR2226412_2
SRR2226413	SRR2226413_1	SRR2226413_2
SRR2226418	SRR2226418_1	SRR2226418_2
SRR2226421	SRR2226421_1	SRR2226421_2
SRR2226423	SRR2226423_1	SRR2226423_2
SRR2226424	SRR2226424_1	SRR2226424_2
SRR2226425	SRR2226425_1	SRR2226425_2
SRR2226439	SRR2226439_1	SRR2226439_2
SRR2226440	SRR2226440_1	SRR2226440_2
SRR2226441	SRR2226441_1	SRR2226441_2
SRR2226444	SRR2226444_1	SRR2226444_2
SRR2226447	SRR2226447_1	SRR2226447_2
SRR2226448	SRR2226448_1	SRR2226448_2
SRR2226449	SRR2226449_1	SRR2226449_2
SRR2226451	SRR2226451_1	SRR2226451_2
SRR2226452	SRR2226452_1	SRR2226452_2
SRR2226453	SRR2226453_1	SRR2226453_2
SRR2226454	SRR2226454_1	SRR2226454_2
SRR2226455	SRR2226455_1	SRR2226455_2
SRR2226456	SRR2226456_1	SRR2226456_2
SRR2226458	SRR2226458_1	SRR2226458_2
SRR2226461	SRR2226461_1	SRR2226461_2
SRR2226491	SRR2226491_1	SRR2226491_2
SRR2226492	SRR2226492_1	SRR2226492_2
SRR2226493	SRR2226493_1	SRR2226493_2
SRR2226496	SRR2226496_1	SRR2226496_2
SRR2226497	SRR2226497_1	SRR2226497_2
SRR2226743	SRR2226743_1	SRR2226743_2
SRR2226744	SRR2226744_1	SRR2226744_2
SRR2226746	SRR2226746_1	SRR2226746_2
SRR2226748	SRR2226748_1	SRR2226748_2
SRR2226750	SRR2226750_1	SRR2226750_2
SRR2226752	SRR2226752_1	SRR2226752_2
SRR2226754	SRR2226754_1	SRR2226754_2
SRR2226756	SRR2226756_1	SRR2226756_2
SRR2226757	SRR2226757_1	SRR2226757_2
SRR2226758	SRR2226758_1	SRR2226758_2
SRR2226760	SRR2226760_1	SRR2226760_2
SRR2226769	SRR2226769_1	SRR2226769_2
SRR2226770	SRR2226770_1	SRR2226770_2
SRR2226771	SRR2226771_1	SRR2226771_2
SRR2226772	SRR2226772_1	SRR2226772_2
SRR2226775	SRR2226775_1	SRR2226775_2
SRR2226776	SRR2226776_1	SRR2226776_2
SRR2226779	SRR2226779_1	SRR2226779_2
SRR2226782	SRR2226782_1	SRR2226782_2
SRR2226786	SRR2226786_1	SRR2226786_2
SRR2226789	SRR2226789_1	SRR2226789_2
SRR2226791	SRR2226791_1	SRR2226791_2
SRR2226793	SRR2226793_1	SRR2226793_2
SRR2226794	SRR2226794_1	SRR2226794_2
SRR2226796	SRR2226796_1	SRR2226796_2
SRR2226798	SRR2226798_1	SRR2226798_2
SRR2226799	SRR2226799_1	SRR2226799_2
SRR2226800	SRR2226800_1	SRR2226800_2
SRR2226802	SRR2226802_1	SRR2226802_2
SRR2226803	SRR2226803_1	SRR2226803_2
SRR2226815	SRR2226815_1	SRR2226815_2
SRR2226816	SRR2226816_1	SRR2226816_2
SRR2226817	SRR2226817_1	SRR2226817_2
SRR2226818	SRR2226818_1	SRR2226818_2
SRR2226819	SRR2226819_1	SRR2226819_2
SRR2226820	SRR2226820_1	SRR2226820_2
SRR2226822	SRR2226822_1	SRR2226822_2
SRR2226824	SRR2226824_1	SRR2226824_2
SRR2226825	SRR2226825_1	SRR2226825_2
SRR2226826	SRR2226826_1	SRR2226826_2
SRR2226871	SRR2226871_1	SRR2226871_2
SRR2226872	SRR2226872_1	SRR2226872_2
SRR2226874	SRR2226874_1	SRR2226874_2
SRR2226875	SRR2226875_1	SRR2226875_2
SRR2226876	SRR2226876_1	SRR2226876_2
SRR2226878	SRR2226878_1	SRR2226878_2
SRR2226879	SRR2226879_1	SRR2226879_2
SRR2226883	SRR2226883_1	SRR2226883_2
SRR2226885	SRR2226885_1	SRR2226885_2
SRR2226890	SRR2226890_1	SRR2226890_2
SRR2226891	SRR2226891_1	SRR2226891_2
SRR2226893	SRR2226893_1	SRR2226893_2
SRR2226894	SRR2226894_1	SRR2226894_2
SRR2226897	SRR2226897_1	SRR2226897_2
SRR2226898	SRR2226898_1	SRR2226898_2
SRR2226901	SRR2226901_1	SRR2226901_2
SRR2226902	SRR2226902_1	SRR2226902_2
SRR2226903	SRR2226903_1	SRR2226903_2
SRR2226907	SRR2226907_1	SRR2226907_2
SRR2226908	SRR2226908_1	SRR2226908_2
SRR2226909	SRR2226909_1	SRR2226909_2
SRR2226938	SRR2226938_1	SRR2226938_2
SRR2226939	SRR2226939_1	SRR2226939_2
SRR2226940	SRR2226940_1	SRR2226940_2
SRR2226941	SRR2226941_1	SRR2226941_2
SRR2226946	SRR2226946_1	SRR2226946_2
SRR2226947	SRR2226947_1	SRR2226947_2
SRR2226948	SRR2226948_1	SRR2226948_2
SRR2226949	SRR2226949_1	SRR2226949_2
SRR2226951	SRR2226951_1	SRR2226951_2
SRR2226952	SRR2226952_1	SRR2226952_2
SRR2226954	SRR2226954_1	SRR2226954_2
SRR2227283	SRR2227283_1	SRR2227283_2
SRR2227287	SRR2227287_1	SRR2227287_2
SRR2227290	SRR2227290_1	SRR2227290_2
SRR2227328	SRR2227328_1	SRR2227328_2
SRR2227329	SRR2227329_1	SRR2227329_2
SRR2227332	SRR2227332_1	SRR2227332_2
SRR2227335	SRR2227335_1	SRR2227335_2
SRR2227338	SRR2227338_1	SRR2227338_2
SRR2227341	SRR2227341_1	SRR2227341_2
SRR2227342	SRR2227342_1	SRR2227342_2
SRR2227344	SRR2227344_1	SRR2227344_2
SRR2227345	SRR2227345_1	SRR2227345_2
SRR2227346	SRR2227346_1	SRR2227346_2
SRR2227348	SRR2227348_1	SRR2227348_2
SRR2227349	SRR2227349_1	SRR2227349_2
SRR2227351	SRR2227351_1	SRR2227351_2
SRR2227353	SRR2227353_1	SRR2227353_2
SRR2227354	SRR2227354_1	SRR2227354_2
SRR2227355	SRR2227355_1	SRR2227355_2
SRR2227356	SRR2227356_1	SRR2227356_2
SRR2227357	SRR2227357_1	SRR2227357_2
SRR2227358	SRR2227358_1	SRR2227358_2
SRR2227359	SRR2227359_1	SRR2227359_2
SRR2227362	SRR2227362_1	SRR2227362_2
SRR2227367	SRR2227367_1	SRR2227367_2
SRR2227368	SRR2227368_1	SRR2227368_2
SRR2227369	SRR2227369_1	SRR2227369_2
SRR2227371	SRR2227371_1	SRR2227371_2
SRR2227372	SRR2227372_1	SRR2227372_2
SRR2227373	SRR2227373_1	SRR2227373_2
SRR2227374	SRR2227374_1	SRR2227374_2
SRR2227375	SRR2227375_1	SRR2227375_2
SRR2227377	SRR2227377_1	SRR2227377_2
SRR2227381	SRR2227381_1	SRR2227381_2
SRR2227382	SRR2227382_1	SRR2227382_2
SRR2227383	SRR2227383_1	SRR2227383_2
SRR2227384	SRR2227384_1	SRR2227384_2
SRR2227385	SRR2227385_1	SRR2227385_2
SRR2227388	SRR2227388_1	SRR2227388_2
SRR2227390	SRR2227390_1	SRR2227390_2
SRR2227392	SRR2227392_1	SRR2227392_2
SRR2227393	SRR2227393_1	SRR2227393_2
SRR2227398	SRR2227398_1	SRR2227398_2
SRR2227439	SRR2227439_1	SRR2227439_2
SRR2227441	SRR2227441_1	SRR2227441_2
SRR2227443	SRR2227443_1	SRR2227443_2
SRR2227444	SRR2227444_1	SRR2227444_2
SRR2227445	SRR2227445_1	SRR2227445_2
SRR2227542	SRR2227542_1	SRR2227542_2
SRR2227543	SRR2227543_1	SRR2227543_2
SRR2227544	SRR2227544_1	SRR2227544_2
SRR2227546	SRR2227546_1	SRR2227546_2
SRR2227547	SRR2227547_1	SRR2227547_2
SRR2227548	SRR2227548_1	SRR2227548_2
SRR2227549	SRR2227549_1	SRR2227549_2
SRR2227553	SRR2227553_1	SRR2227553_2
SRR2227556	SRR2227556_1	SRR2227556_2
SRR2227557	SRR2227557_1	SRR2227557_2
SRR2227559	SRR2227559_1	SRR2227559_2
SRR2227560	SRR2227560_1	SRR2227560_2
SRR2227561	SRR2227561_1	SRR2227561_2
SRR2227563	SRR2227563_1	SRR2227563_2
SRR2227564	SRR2227564_1	SRR2227564_2
SRR2227565	SRR2227565_1	SRR2227565_2
SRR2227568	SRR2227568_1	SRR2227568_2
SRR2227569	SRR2227569_1	SRR2227569_2
SRR2227573	SRR2227573_1	SRR2227573_2
SRR2227574	SRR2227574_1	SRR2227574_2
SRR2227576	SRR2227576_1	SRR2227576_2
SRR2227577	SRR2227577_1	SRR2227577_2
SRR2227578	SRR2227578_1	SRR2227578_2
SRR2227581	SRR2227581_1	SRR2227581_2
SRR2227584	SRR2227584_1	SRR2227584_2
SRR2227585	SRR2227585_1	SRR2227585_2
SRR2227588	SRR2227588_1	SRR2227588_2
SRR2227589	SRR2227589_1	SRR2227589_2
SRR2227591	SRR2227591_1	SRR2227591_2
SRR2227592	SRR2227592_1	SRR2227592_2
SRR2227594	SRR2227594_1	SRR2227594_2
SRR2227595	SRR2227595_1	SRR2227595_2
SRR2227596	SRR2227596_1	SRR2227596_2
SRR2227597	SRR2227597_1	SRR2227597_2
SRR2227600	SRR2227600_1	SRR2227600_2
SRR2227601	SRR2227601_1	SRR2227601_2
SRR2227602	SRR2227602_1	SRR2227602_2
SRR2227604	SRR2227604_1	SRR2227604_2
SRR2227608	SRR2227608_1	SRR2227608_2
SRR2227615	SRR2227615_1	SRR2227615_2
SRR2227618	SRR2227618_1	SRR2227618_2
SRR2227621	SRR2227621_1	SRR2227621_2
SRR2227623	SRR2227623_1	SRR2227623_2
SRR2227624	SRR2227624_1	SRR2227624_2
SRR2227625	SRR2227625_1	SRR2227625_2
SRR2227632	SRR2227632_1	SRR2227632_2
SRR2227633	SRR2227633_1	SRR2227633_2
SRR2227634	SRR2227634_1	SRR2227634_2
SRR2227635	SRR2227635_1	SRR2227635_2
SRR2227636	SRR2227636_1	SRR2227636_2
SRR2227637	SRR2227637_1	SRR2227637_2
SRR2227639	SRR2227639_1	SRR2227639_2
SRR2227640	SRR2227640_1	SRR2227640_2
SRR2227641	SRR2227641_1	SRR2227641_2
SRR2227642	SRR2227642_1	SRR2227642_2
SRR2227643	SRR2227643_1	SRR2227643_2
SRR2227644	SRR2227644_1	SRR2227644_2
SRR2227645	SRR2227645_1	SRR2227645_2
SRR2227646	SRR2227646_1	SRR2227646_2
SRR2227647	SRR2227647_1	SRR2227647_2
SRR2227649	SRR2227649_1	SRR2227649_2
SRR2227650	SRR2227650_1	SRR2227650_2
SRR2227652	SRR2227652_1	SRR2227652_2
SRR2227653	SRR2227653_1	SRR2227653_2
SRR2227654	SRR2227654_1	SRR2227654_2
SRR2227655	SRR2227655_1	SRR2227655_2
SRR2227656	SRR2227656_1	SRR2227656_2
SRR2227657	SRR2227657_1	SRR2227657_2
SRR2227659	SRR2227659_1	SRR2227659_2
SRR2227719	SRR2227719_1	SRR2227719_2
SRR2227720	SRR2227720_1	SRR2227720_2
SRR2227721	SRR2227721_1	SRR2227721_2
SRR2227722	SRR2227722_1	SRR2227722_2
SRR2227723	SRR2227723_1	SRR2227723_2
SRR2227725	SRR2227725_1	SRR2227725_2
SRR2227728	SRR2227728_1	SRR2227728_2
SRR2227732	SRR2227732_1	SRR2227732_2
SRR2227733	SRR2227733_1	SRR2227733_2
SRR2227734	SRR2227734_1	SRR2227734_2
SRR2227735	SRR2227735_1	SRR2227735_2
SRR2227736	SRR2227736_1	SRR2227736_2
SRR2227738	SRR2227738_1	SRR2227738_2
SRR2227739	SRR2227739_1	SRR2227739_2
SRR2227740	SRR2227740_1	SRR2227740_2
SRR2227741	SRR2227741_1	SRR2227741_2
SRR2227742	SRR2227742_1	SRR2227742_2
SRR2227743	SRR2227743_1	SRR2227743_2
SRR2227745	SRR2227745_1	SRR2227745_2
SRR2227747	SRR2227747_1	SRR2227747_2
SRR2227748	SRR2227748_1	SRR2227748_2
SRR2227750	SRR2227750_1	SRR2227750_2
SRR2227751	SRR2227751_1	SRR2227751_2
SRR2227752	SRR2227752_1	SRR2227752_2
SRR2227753	SRR2227753_1	SRR2227753_2
SRR2227757	SRR2227757_1	SRR2227757_2
SRR2227760	SRR2227760_1	SRR2227760_2
SRR2227769	SRR2227769_1	SRR2227769_2
SRR2227770	SRR2227770_1	SRR2227770_2
SRR2227786	SRR2227786_1	SRR2227786_2
SRR2227795	SRR2227795_1	SRR2227795_2
SRR2227796	SRR2227796_1	SRR2227796_2
SRR2227797	SRR2227797_1	SRR2227797_2
SRR2227801	SRR2227801_1	SRR2227801_2
SRR2227803	SRR2227803_1	SRR2227803_2
SRR2227804	SRR2227804_1	SRR2227804_2
SRR2227805	SRR2227805_1	SRR2227805_2
SRR2227806	SRR2227806_1	SRR2227806_2
SRR2227808	SRR2227808_1	SRR2227808_2
SRR2227811	SRR2227811_1	SRR2227811_2
SRR2227812	SRR2227812_1	SRR2227812_2
SRR2227813	SRR2227813_1	SRR2227813_2
SRR2227815	SRR2227815_1	SRR2227815_2
SRR2227816	SRR2227816_1	SRR2227816_2
SRR2227817	SRR2227817_1	SRR2227817_2
SRR2227819	SRR2227819_1	SRR2227819_2
SRR2227823	SRR2227823_1	SRR2227823_2
SRR2227824	SRR2227824_1	SRR2227824_2
SRR2227829	SRR2227829_1	SRR2227829_2
SRR2227831	SRR2227831_1	SRR2227831_2
SRR2227833	SRR2227833_1	SRR2227833_2
SRR2227836	SRR2227836_1	SRR2227836_2
SRR2227840	SRR2227840_1	SRR2227840_2
SRR2227841	SRR2227841_1	SRR2227841_2
SRR2227843	SRR2227843_1	SRR2227843_2
SRR2227846	SRR2227846_1	SRR2227846_2
SRR2227847	SRR2227847_1	SRR2227847_2
SRR2227848	SRR2227848_1	SRR2227848_2
SRR2227850	SRR2227850_1	SRR2227850_2
SRR2227852	SRR2227852_1	SRR2227852_2
SRR2227854	SRR2227854_1	SRR2227854_2
SRR2227857	SRR2227857_1	SRR2227857_2
SRR2227858	SRR2227858_1	SRR2227858_2
SRR2227859	SRR2227859_1	SRR2227859_2
SRR2227860	SRR2227860_1	SRR2227860_2
SRR2227861	SRR2227861_1	SRR2227861_2
SRR2227869	SRR2227869_1	SRR2227869_2
SRR2227870	SRR2227870_1	SRR2227870_2
SRR2227871	SRR2227871_1	SRR2227871_2
SRR2227876	SRR2227876_1	SRR2227876_2
SRR2227877	SRR2227877_1	SRR2227877_2
SRR2227879	SRR2227879_1	SRR2227879_2
SRR2227880	SRR2227880_1	SRR2227880_2
SRR2227882	SRR2227882_1	SRR2227882_2
SRR2227886	SRR2227886_1	SRR2227886_2
SRR2227893	SRR2227893_1	SRR2227893_2
SRR2227894	SRR2227894_1	SRR2227894_2
SRR2227898	SRR2227898_1	SRR2227898_2
SRR2227905	SRR2227905_1	SRR2227905_2
SRR2227907	SRR2227907_1	SRR2227907_2
SRR2227911	SRR2227911_1	SRR2227911_2
SRR2227913	SRR2227913_1	SRR2227913_2
SRR2227914	SRR2227914_1	SRR2227914_2
SRR2227915	SRR2227915_1	SRR2227915_2
SRR2227916	SRR2227916_1	SRR2227916_2
SRR2227920	SRR2227920_1	SRR2227920_2
SRR2227921	SRR2227921_1	SRR2227921_2
SRR2227923	SRR2227923_1	SRR2227923_2
SRR2227924	SRR2227924_1	SRR2227924_2
SRR2227925	SRR2227925_1	SRR2227925_2
SRR2227927	SRR2227927_1	SRR2227927_2
SRR2227929	SRR2227929_1	SRR2227929_2
SRR2227934	SRR2227934_1	SRR2227934_2
SRR2227936	SRR2227936_1	SRR2227936_2
SRR2227938	SRR2227938_1	SRR2227938_2
SRR2227939	SRR2227939_1	SRR2227939_2
SRR2227940	SRR2227940_1	SRR2227940_2
SRR2227942	SRR2227942_1	SRR2227942_2
SRR2227943	SRR2227943_1	SRR2227943_2
SRR2227945	SRR2227945_1	SRR2227945_2
SRR2227948	SRR2227948_1	SRR2227948_2
SRR2227950	SRR2227950_1	SRR2227950_2
SRR2227952	SRR2227952_1	SRR2227952_2
SRR2227954	SRR2227954_1	SRR2227954_2
SRR2227955	SRR2227955_1	SRR2227955_2
SRR2227956	SRR2227956_1	SRR2227956_2
SRR2227958	SRR2227958_1	SRR2227958_2
SRR2227959	SRR2227959_1	SRR2227959_2
SRR2227960	SRR2227960_1	SRR2227960_2
SRR2227961	SRR2227961_1	SRR2227961_2
SRR2227962	SRR2227962_1	SRR2227962_2
SRR2227964	SRR2227964_1	SRR2227964_2
SRR2227968	SRR2227968_1	SRR2227968_2
SRR2227971	SRR2227971_1	SRR2227971_2
SRR2227973	SRR2227973_1	SRR2227973_2
SRR2227974	SRR2227974_1	SRR2227974_2
SRR2227975	SRR2227975_1	SRR2227975_2
SRR2227980	SRR2227980_1	SRR2227980_2
SRR2227981	SRR2227981_1	SRR2227981_2
